"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VWXK3D87","journalArticle","1989","Parzinger H.","Zur frühesten Besiedlung Milets","IstMitt","","","","","","1989","2016-02-04 19:04:07","2016-02-04 19:04:07","","415-431","","","39","","","Parzinger 1989","","","","","","","","","","","","","","","","","","Anatolien; Frühbronzezeit; Grabungsbericht; Milet; Neo75-93-ASK; Neolith; Rand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83Q9Z5SF","book","1975","Moundrea H.A.","Le site néolithique ancien de Prodromos (Grèce): outillage lithique et","","","","","","","1975","2016-02-04 19:04:05","2016-02-04 19:04:05","","","","","","","","Moundrea 1975","Dissertation","","","","","Paris X, Nanterre","","","","","","","","","","","","FN; Geräte; Neo75-93-ASK; Neolithikum; Nordgriechenland; Obsidian; Prodromos; Thessalien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2GITJB6","book","1991","-","Chalcolithic Cyprus. Symposium J.Paul Getty Museum, Feb. 22-24, 1990","","","","","","","1991","2016-02-04 19:04:04","2016-02-04 19:04:04","","","","","","","","Chalcolithic Cyprus","","","","","","Malibu","","","","","","","","","","","","Allgemein; Neo75-93-ASK; Neolith; Rand; Zypern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8J4QBG48","journalArticle","1992","Aström P., Demakopoulou K., Divari-Valakou N., Fischer P.M.","Excavations in Midea, 1989-1990","OpAth","","","","","","1992","2016-02-04 19:04:01","2016-02-04 19:04:01","","Nov 22","","","XIX:1","","","Aström et al. 1992","","","","","","","","","","","","","","","","","","Alles; Argolis; Frühbronzezeit; Grabungsbericht; Midea; Mittlere Bronzezeit; Neo75-93-ASK; Peloponnes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8UE9VBE","bookSection","1992","Lohmann H.","Agriculture and country life in Classical Attica","","","","","","","1992","2016-02-04 19:03:59","2016-02-04 19:03:59","","29-60","","","","","","Agriculture in Ancient Greece","Skrifter utgivna av Svenska Institutet i Athen, 4, XLII","","","","","Stockholm","","","","","","","","","","","","Alles; Attika; Grabungsbericht; Mittelgriechenland; Neo75-93-ASK; Neolithikum","","Wells B.","","","","","","","","","","","","","","","","","","","Agriculture in Ancient Greece. Proceedings of the Seventh","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIX6W6AC","journalArticle","1990","Marangou L.","Kykladiko eidolio apo tin Minoa Amorgou","AEphem","","","","","","1990 (1992)","2016-02-04 19:03:58","2016-02-04 19:03:58","","159-176","","","129","","","Marangou 1990","","","","","","","","","","","","","","","","","","Amorgos; Figurinen; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQW3Q7CH","book","1984","Halstead P.","Strategies for survival: an ecological approach to social and economic","","","","","","","1984","2016-02-04 19:03:55","2016-02-04 19:03:55","","","","","","","","Halstead 1984","Dissertation","","","","","Cambridge","","","","","","","","","","","","Landwirtschaft; Neo75-93-ASK; Neolithikum; Nordgriechenland; Thessalien; Viehzucht; Wirtschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WG2G3K69","book","1992","Gallis K.I.","Atlas proistorikon oikismon tis anatolikis thessalikis pediadas","","","","","","","1992","2016-02-04 19:03:53","2016-02-04 19:03:53","","","","","","","","Gallis 1992","Ekdosi Etaireias Istorikon Ereunon Thessalias","","","","","Larisa","","","","","","","","","","","","Alles; Frühbronzezeit; Grabungsbericht; Neo75-93-ASK; Neolithikum; Nordgriechenland; Thessalien; Topographie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3W9IIUED","journalArticle","1977","Knigge U.","Eine prähistorische Siedlung am Hymettos","AA","","","","","","1977:02:00","2016-02-04 19:03:51","2016-02-04 19:03:51","","137-141","","","","","","Knigge 1977","","","","","","","","","","","","","","FH Keramik, MH nach Oberflächenfunden, myk.Tumuli","","","","Alles; Athen; Attika; Frühbronzezeit; Grabungsbericht; Mittelgriechenland; Mittlere Bronzezeit; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTDVNIM9","journalArticle","1988","Voigt M.M.","Excavations at Neolithic Gritille","Anatolica","","","","","","1988","2016-02-04 19:03:49","2016-02-04 19:03:49","","215-232","","","15","","","Voigt 1991","","","","","","","","","","","","","","","","","","Anatolien; Grabungsbericht; Gritille; Neo75-93-ASK; Neolith; Rand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6MKB7BFS","journalArticle","1991","Gouthi M.","Les invasions barbares au IIIe millénaire","Les Dossiers d'Archéologie","","","","","","1991","2016-02-04 19:03:48","2016-02-04 19:03:48","","24-29","","","160","","","Gouthi 1991","","","","","","","","","","","","","","","","","","Frühbronzezeit; Indogermanen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWZPKDBW","journalArticle","1990","Zanotti D.G.","The kurgan model of proto-Indo-European expansion. A review and revision","OrpheusThrasSt","","","","","","1990","2016-02-04 19:03:46","2016-02-04 19:03:46","","Jul 17","","","1","","","Zanotti 1990","","","","","","","","","","","","","","Eventuell im Vergleich mit Renfrew: = Orpheus. Journal of","","","","Alles; Frühbronzezeit; Indogermanen; Mittlere Bronzezeit; Neo75-93-ASK; Neolithikum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DZMGF3Z","bookSection","1989","Bouzek J.","Die Ägäis, Anatolien und Mitteleuropa im 3.Jahrtausend v.u.Z.","","","","","","","1989","2016-02-04 19:03:45","2016-02-04 19:03:45","","109-114","","","","","","Bouzek 1989","","","","","","Prag","","","","","","","","","","","","Einflüsse Anatolien; Frühbronzezeit; Neo75-93-ASK; Zentraleuropa","","","","","","","","","","","","","","","","","","","","","Das Äneolithikum und die früheste Bronzezeit in Mitteleuropa. KB Prag","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94A3RI76","bookSection","1990","Briard J.","Les influences d'Egée et du Proche-Orient dans le chalcolithique et","","","","","","","1990","2016-02-04 19:03:43","2016-02-04 19:03:43","","124-136","","","","","","Briard 1990","Römisch-germanisches Zentralmuseum. Monographien 15","","","","","Bonn","","","","","","","","IUF R 8864 D. Nichts Neol.","","","","Alles; Einflüsse West; Frühbronzezeit; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","Orientalisch-ägäische Einflüsse in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JR54DG26","bookSection","1990","Bader T.","Bemerkungen über die ägäischen Einflüsse auf die alt- und","","","","","","","1990","2016-02-04 19:03:41","2016-02-04 19:03:41","","181-205","","","","","","Bader 1990","","","","","","Bonn","","","","","","","","","","","","Alles; Einflüsse Balkan; Frühbronzezeit; Mittlere Bronzezeit; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","Orientalisch-ägäische Einflüsse in der europäischen Bronzezeit. KB","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XB8NFN9C","bookSection","1991","Yasuda Y.","Climatic change at 5000 years B.P. and the birth of ancient civilizations","","","","","","","1991","2016-02-04 19:03:40","2016-02-04 19:03:40","","203-218","","","","","","Yasuda 1991","Bulletin of the Middle Eastern Culture Center in Japan 4","","","","","Wiesbaden","","","","","","","","","","","","Frühbronzezeit; Klima; Neo75-93-ASK","","H.I.H. Prince Takahito Mikasa","","","","","","","","","","","","","","","","","","","Essays on Ancient Anatolian and Syrian Studies in the 2nd and 1st","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZKUC649","journalArticle","1990","Beaucounau J.","La civilisation de Syros: des ""Poêles à Frire"" au Disque de Phaistos","Kadath","","","","","","1990","2016-02-04 19:03:38","2016-02-04 19:03:38","","01. Jul","","","73","","","Beaucounau 1990","","","","","","","","","","","","","","","","","","Alles; Allgemein; Frühbronzezeit; Kykladen; Mittlere Bronzezeit; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDGCRRFE","journalArticle","1992","Huxtable J., Gowlet J.A.J., Bailey G.N., Carter P.L., Papaconstantinou V.","Thermoluminiscence dates and a new analysis of the Early Mousterian from","Current Anthropology","","","","","","1992","2016-02-04 19:03:36","2016-02-04 19:03:36","","109-114","","","33","","","Huxtable et al. 1992","","","","","","","","","","","","","","","","","","?; Asprochaliko; Chronologie; Neo75-93-ASK; Paläolithikum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6723R32","bookSection","","Katincarov R.","Die Frühbronzezeit Thrakiens und ihre Beziehung zum ägäisch-anatolischen","","","","","","","","2016-02-04 19:03:34","2016-02-04 19:03:34","","95-100","","","","","","Katincarov 1991","","","","","","","","","","","","","","","","","","Einflüsse Balkan Anatolien; Frühbronzezeit; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","Die Kupferzeit als historische Epoche","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8SJBDII","journalArticle","1991","Gale N.H.","Metals and metallurgy in the Chalcolithic period","BASOR","","","","","","1991","2016-02-04 19:03:33","2016-02-04 19:03:33","","37-61","","","282/283","","","Gale 1991","","","","","","","","","","","","","","ASCS WA 064; Sitagroi und Kephala als Vergleichsbeispiele; ev.","","","","Frühbronzezeit; Metallurgie; Neo75-93-ASK; Neolith; Rand; Zypern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHZGUPG5","journalArticle","1989","Antonopoulos Ph.","Dokos 1989: Diving Organization","Enalia","","","","","","1989 (1990)","2016-02-04 19:03:31","2016-02-04 19:03:31","","38-39","","","1","","","Antonopoulos 1989","","","","","","","","","","","","","","","","","","Argolis; Dokos; Frühbronzezeit; Grabungsbericht; Neo75-93-ASK; Peloponnes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNP5NEWM","journalArticle","1992","Pullen D.J.","Ox and plow in the Early Bronze Age Agean","AJA","","","","","","1992","2016-02-04 19:03:29","2016-02-04 19:03:29","","45-54","","","96","","","Pullen 1992","","","","","","","","","","","","","","","","","","Frühbronzezeit; Landwirtschaft; Neo75-93-ASK; Tiere","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JXK9BKU","bookSection","","Cosmopoulos M.B.","Exchange networks in prehistory: The Aegean and the Mediterranean in the","","","","","","","","2016-02-04 19:03:28","2016-02-04 19:03:28","","155-168","","","","","","Cosmopoulos 1991","","","","","","","","","","","","","","","","","","Frühbronzezeit; Handel; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","Thalassa. L'Egée préhistorique et la mer","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FRDN24F","bookSection","","Vichos Y., Tsouchlos N., Papathanassopoulos G.","Première année de fouille de l'épave de Docos","","","","","","","","2016-02-04 19:03:26","2016-02-04 19:03:26","","147-152","","","","","","Vichos - Tsouchlos - Papathanassopoulos 1991","","","","","","","","","","","","","","","","","","Argolis; Dokos; Frühbronzezeit; Grabungsbericht; Neo75-93-ASK; Peloponnes","","","","","","","","","","","","","","","","","","","","","Thalassa. L'Egée préhistorique et la mer","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2EP2EIHM","book","1990","Christmann E.","Die Keramik der Frühen Bronzezeit von der Pevkakia-Magula bei Volos,","","","","","","","1990","2016-02-04 19:03:24","2016-02-04 19:03:24","","","","","","","","Christmann 1990","Dissertation","","","","","Heidelberg","","","","","","","","","","","","Chronologie; Frühbronzezeit; Keramik; Neo75-93-ASK; Nordgriechenland; Pevkakia; Thessalien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSBH6AFA","journalArticle","1991","Coutselinis A., Dritsas C., Pitsios Th.","Expertise médico-légale du crâne pléistocène LAO1/S2 (Apidimia II),","L'Anthropologie","","","","","","1991","2016-02-04 19:03:22","2016-02-04 19:03:22","","401-408","","","02. Mrz","","","Coutselinis - Dritsas - Pitsios 1991","","","","","","","","","","","","","","","","","","Anthropologie; Apidimia; Lakonien; Neo75-93-ASK; Paläolithikum; Peloponnes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSP22RJH","book","1991","Renfrew C.","The Cycladic spirit","","","","","","","1991","2016-02-04 19:03:20","2016-02-04 19:03:20","","","","","","","","Renfrew C. 1991","Thames and Hudson","","","","","London","","","","Gurley E.R., ArcheologiaPar 283 (Okt.92) 76. Broodbank C., Antiquity 66","","","","","","","","Allgemein; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXS4HQRG","bookSection","","Lichardus J.","Die Kupferzeit als historische Epoche. Ein forschungsgeschichtlicher","","","","","","","","2016-02-04 19:03:19","2016-02-04 19:03:19","","13-34","","","","","","Lichardus 1991","","","","","","","","","","","","","","","","","","Allgemein; Ch; Chronologie; Neo75-93-ASK; Neolithikum","","","","","","","","","","","","","","","","","","","","","Die Kupferzeit als historische Epoche","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDUPPXQR","bookSection","","Fol A., Katincarov R., Lichardus J., Bertemes F., Iliev I.","Drama. Die Karanovo VI-Siedlung. Ein vorläufiger Bericht","","","","","","","","2016-02-04 19:03:17","2016-02-04 19:03:17","","111-124","","","","","","Fol et al. 1991","","","","","","","","","","","","","","Lage bei Ezero und Karanovo","","","","Balkan; Bulgarien; Grabungsbericht; Neo75-93-ASK; Neolith; Rand","","","","","","","","","","","","","","","","","","","","","Die Kupferzeit als historische Epoche","","","","","","","","","","","","","","","","","","","","","","","","","",""
